order,Progress,Duration (in seconds),Finished,Response ID,DistributionChannel - Distribution Channel,"consentement",gender,gender_TEXT,sexual_orientation,"sexual_orientation_5_TEXT ",age_1,"kids ","kids_2","activity - Etes-vous (en ce moment) ","pays ","pays_4_TEXT ","nationalite ",nationalite_text,"society_ladder_1 - 10","society_ladder_2 - - 9","society_ladder_3 -- 8","society_ladder_4 -- 7","society_ladder_5 -- 6","society_ladder_6 -- 5","society_ladder_7 -- 4","society_ladder_8 -- 3","society_ladder_9 -- 2","society_ladder_10 -- 1",alarm_timer_First Click - Timing - First Click,alarm_timer_Last Click - Timing - Last Click,alarm_timer_Page Submit - Timing - Page Submit,alarm_timer_Click Count - Timing - Click Count,desc_norm,"presc_norm_d - Sur une échelle de 1 (perturbation totale) à 7 (conformité totale), veuillez évaluer dans quelle mesure les solutions proposées par Essaim d'Alerte sont compatibles avec le fonctionnement de votre pays ?",high_control_1,high_control_2,high_control_3,high_control_4,high_control_5,high_control_6,high_control_7,high_control_8,high_control_9,high_control_10,high_control_11,high_control_12,high_control_13,high_control_14,high_control_15,high_control_16,high_control_17,high_control_18,high_control_19,high_control_20,high_control_21,high_control_22,control_low_1,control_low_2,control_low_3,control_low_4,control_low_5,control_low_6,control_low_7,control_low_8,control_low_9,control_low_10,control_low_11,control_low_12,control_low_13,control_low_14,control_low_15,control_low_16,control_low_17,control_low_18,control_low_19,control_low_20,control_low_21,control_low_22,sdo_french_1,sdo_french_2,sdo_french_3,sdo_french_4,sdo_french_5,sdo_french_6,sdo_french_7,sdo_french_8,sdo_french_9,sdo_french_10,sdo_french_11,sdo_french_12,sdo_french_13,sdo_french_14,sdo_french_15,sdo_french_16,sdo_DO_1,sdo_DO_2,sdo_DO_3,sdo_DO_4,sdo_DO_5,sdo_DO_6,sdo_DO_7,sdo_DO_8,sdo_DO_9,sdo_DO_10,sdo_DO_11,sdo_DO_12,sdo_DO_13,sdo_DO_14,sdo_DO_15,sdo_DO_16,edo,condrition_high_low_control,condrition_high_low_control_text,sdo_or_edo_first
653,100,920,1,R_2AG63vFyxXYAjlr,anonymous,"1",2,,2,,56,"1",,"5","4","Grèce","1",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",168.226,168.226,169.482,1,20,"2",1,1,,1,,1,1,,,,,1,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,7,1,7,2,4,4,5,4,7,4,1,6,4,13,4,11,16,10,9,14,1,6,8,3,15,7,12,5,2,2,1,high,edo
58,100,537,1,R_9YPwhYPl1TmUDPb,anonymous,"1",2,,2,,24,"1",,"2","1",,"1",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",29.553,134.686,135.856,12,30,"4",,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,1,,1,1,,,,,,,1,5,5,4,5,1,5,3,6,3,4,6,6,6,3,6,4,8,12,7,15,1,13,4,10,16,11,9,2,3,14,6,5,2,2,low,edo
528,100,392,1,R_2OIM6WX7gdgsNYS,anonymous,"1",2,,2,,24,"1",,"1","1",,"4",Royaume-Uni,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3.068,59.441,60.389,17,50,"4",1,1,,1,,1,1,,,,,1,1,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,7,5,7,1,7,4,7,1,4,7,7,5,1,7,4,13,3,2,15,8,16,4,9,6,7,11,10,1,12,14,5,2,1,high,edo
88,100,954,1,R_5vWDM3wNpwNnDbz,anonymous,"1",2,,2,,48,"1",,"2","1",,"1",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",1.51,261.899,261.91,13,,"8",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,1,1,1,1,,,,1,,4,7,4,7,4,4,1,7,4,7,7,7,6,4,6,4,1,15,7,10,2,16,12,3,9,4,14,8,11,5,13,6,2,2,low,edo
38,100,8193,1,R_3mZXmWyGN71p8vD,anonymous,"1",2,,2,,53,"2","2","2","3",,"3",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",95.8,95.8,96.807,1,35,"3",,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,1,,1,,,,,1,,,1,,1,1,,4,4,2,4,1,4,4,5,2,5,4,5,4,1,3,4,14,1,11,13,15,5,4,9,16,2,7,6,10,12,3,8,2,2,low,sdo
570,97,2216,0,R_2VecxiFNjbHEoVs,anonymous,"1",1,,2,,75,"1",,"5","1",,"1",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",55.018,234.782,235.501,20,61,"4",,1,,1,,1,1,,1,,,1,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,5,6,4,1,4,3,4,1,12,4,4,4,2,3,4,15,5,7,10,2,1,16,11,4,3,8,14,12,6,13,9,2,1,high,sdo
7,100,1144,1,R_2X6EK6otepLdHd6,anonymous,"1",2,,2,,22,"1",,"1","3",,"2",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",13.528,131.438,132.147,17,65,"5",,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,1,1,1,,,1,1,1,,,,,,1,5,2,6,2,7,1,6,1,6,6,7,1,5,3,4,1,6,14,10,4,16,5,3,12,8,7,11,13,2,15,9,2,2,low,sdo
287,100,651,1,R_3fI5UEQ8fmNPpQd,anonymous,"1",2,,2,,23,"1",,"1","1",,"1",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",36.505,108.753,109.492,37,45,"2",1,1,,1,,1,,1,1,,,,,1,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,6,4,6,1,7,2,4,1,7,6,7,2,1,6,4,13,3,5,6,14,2,11,15,4,8,10,12,16,7,1,9,2,1,high,edo
544,100,623,1,R_1gMGCt0uU6FZYgc,anonymous,"1",1,,2,,24,"1",,"1","1",,"1",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",21.126,121.941,123.018,15,15,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,1,1,,1,1,1,1,1,4,5,4,6,3,7,2,4,2,4,6,3,1,6,3,4,15,7,16,5,2,4,1,3,9,6,8,12,10,11,14,13,2,2,low,edo
213,100,525,1,R_3PuDa9cmLrdCDtG,anonymous,"1",2,,2,,22,"1",,"3","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",3.66,100.701,101.723,27,31,"5",1,1,,1,1,1,1,1,,,,1,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,5,4,6,4,6,3,5,1,3,6,7,3,1,2,4,14,2,7,1,3,10,11,12,13,5,6,9,8,15,4,16,2,1,high,edo
563,100,689,1,R_2uPXvRJfiajLxs8,anonymous,"1",1,,2,,21,"1",,"3","2",,"2",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",8.225,79.171,79.909,17,77,"4",,,,,1,1,1,,,,1,1,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,4,2,6,3,4,3,6,5,5,4,5,1,4,10,14,13,2,11,7,9,1,3,5,8,15,4,6,12,16,2,1,high,sdo
90,100,998,1,R_2uJ9aLcSewicxUK,anonymous,"1",1,,2,,23,"1",,"3","1",,"1",,"Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral",9.343,137.279,137.862,12,40,"3",,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,,,1,,,1,,,1,1,,1,,,,,1,5,2,6,5,5,2,6,1,7,6,7,1,6,3,5,16,14,3,12,10,9,13,11,15,5,4,2,8,6,7,1,2,2,low,edo
252,100,515,1,R_zfgYgOKW36fdYVX,anonymous,"1",2,,2,,38,"1",,"2","2",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",24.173,89.405,91.405,10,75,"4",,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,1,1,,,,1,,,,1,1,1,,2,6,4,6,1,6,5,7,4,6,6,6,5,2,5,5,8,3,4,14,9,10,6,16,12,1,11,7,5,15,13,2,2,2,low,edo
678,100,1028,1,R_2agDGoLLRbnAbZW,anonymous,"1",2,,2,,32,"1",,"2","4","Pays Bas","2",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5.32,94.029,94.727,19,50,"3",1,1,,1,,1,1,,,,,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,3,1,7,1,7,1,7,1,3,7,7,4,1,4,5,2,9,11,4,6,15,5,7,8,1,12,16,14,13,10,3,2,1,high,sdo
49,100,848,1,R_2zCML4BttqxjYV5,anonymous,"1",1,,2,,56,"2","2","2","3",,"3",,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral",97.402,97.402,99.11,1,55,"2",1,1,,1,,1,,,1,,,1,,1,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,6,1,6,4,5,5,1,3,4,3,3,2,4,6,2,5,6,7,1,13,4,11,2,15,16,3,14,12,10,9,8,5,2,1,high,sdo
373,100,1598,1,R_3soIWx63sJLSYTE,anonymous,"1",1,,,,74,"2","2","5","1",,"1",,"Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral",25.642,324.928,326,40,30,"5",1,1,1,1,,1,1,,,,,,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,3,4,4,4,5,5,5,5,8,10,16,15,4,6,7,14,11,9,1,3,2,13,12,5,2,1,high,sdo
40,100,726,1,R_2t6jtDmQK4Go2G2,anonymous,"1",1,,2,,25,"1",,"2","4","Allemagne","3",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",1.553,157.096,158.149,38,70,"5",1,1,,1,,1,,1,,,,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,7,5,2,6,6,6,5,7,3,7,3,6,1,5,15,4,16,13,5,11,12,2,6,14,3,1,10,9,8,7,2,1,high,sdo
46,100,518,1,R_3khQD0F6JP9UI0O,anonymous,"1",1,,1,,22,"1",,"1","1",,"2",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",1.262,98.186,98.925,25,46,"4",1,,1,1,1,,1,,,,,,1,,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,3,5,2,6,4,7,3,6,2,4,7,5,2,5,5,5,3,12,14,1,4,2,11,8,16,9,15,10,5,13,6,7,2,1,high,sdo
124,100,976,1,R_3suywsGZkYuvCkW,anonymous,"1",1,,2,,58,"2","2","2","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",37.917,319.921,320.493,31,60,"4",1,1,,1,,1,1,,1,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,1,7,1,6,1,7,2,7,12,7,1,2,3,5,3,16,5,9,15,1,8,13,10,14,2,6,7,4,11,12,2,1,high,sdo
458,97,460,0,R_3Hj3kNqzCrC2Dtp,anonymous,"1",2,,2,,47,"2","3","2","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral",7.762,65.14,66.067,24,,"3",1,1,,1,1,1,1,,,,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,7,1,7,2,7,3,3,7,6,3,1,7,6,12,2,14,10,8,3,7,9,13,4,15,1,6,5,16,11,2,1,high,edo
48,100,713,1,R_Z2Di7JdOXC9l3LH,anonymous,"1",1,,2,,55,"2","3","2","3",,"3",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",25.835,102.442,103.216,11,40,"3",,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,1,1,1,1,,,,1,,1,,,1,,,1,4,2,7,1,6,5,7,1,3,7,7,5,1,2,6,5,12,13,8,4,3,9,7,15,1,2,14,16,10,6,11,2,2,low,sdo
677,100,615,1,R_bmfdvilDkqnRJ7j,anonymous,"1",1,,1,,21,"1",,"3","3",,"3",,"Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",4.869,130.381,131.172,36,30,"3",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,1,,1,1,,1,1,,,,1,1,1,1,6,5,7,5,7,4,6,4,6,7,7,6,6,4,6,11,7,9,6,4,5,16,1,2,14,13,12,3,8,10,15,2,2,low,sdo
143,100,489,1,R_3gXTYJ2kYtKAtP7,anonymous,"1",2,,2,,22,"1",,"1","1",,"1",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",2.282,13.174,13.701,8,19,"4",1,,,1,1,1,1,,,,,,1,1,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,6,4,5,6,5,6,4,4,2,2,4,3,3,4,4,7,15,9,8,14,5,6,7,12,3,13,4,1,16,11,10,2,2,1,high,edo
260,100,732,1,R_3Gy45jvAzNUvutd,anonymous,"1",1,,2,,55,"2","2","2","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral",24.801,133.428,134.66,46,40,"4",,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,,,1,1,,,,1,1,1,,,,,1,1,5,1,7,5,7,3,7,1,3,5,7,7,5,7,7,1,12,4,3,13,11,8,16,9,10,15,7,5,14,2,6,2,2,low,sdo
185,100,699,1,R_3PMMkBPNyCm92wM,anonymous,"1",2,,2,,59,"2","2","3","2",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",11.54,102.772,104.002,15,,"8",,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,1,1,1,,,,1,,1,,,1,1,1,1,6,12,4,1,6,12,7,1,7,4,7,12,1,4,12,2,1,14,11,12,6,9,7,3,4,10,16,13,5,8,15,2,2,low,edo
427,90,373,0,R_2493BJUOtjo12q7,anonymous,"1",2,,2,,71,"2","3","5","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral",2.512,90.878,92.079,26,35,"3",,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,1,1,,1,,,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,low,edo
487,90,371,0,R_3KIVCbJRddqUjv6,anonymous,"1",2,,2,,34,"1",,"2","2",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3.375,44.55,45.409,10,18,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,low,edo
573,100,1267,1,R_3dJJ0DuiZ9Cnwfj,anonymous,"1",1,,2,,21,"1",,"1","2",,"3",,"Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3.242,182.785,184.801,44,,"5",,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,,,,1,1,,,1,1,1,,,,,,1,6,1,7,1,7,1,6,2,6,7,7,1,1,5,1,14,5,6,10,11,13,7,12,2,3,9,15,8,16,4,1,3,2,low,edo
204,100,436,1,R_3qIDPQmDhHXNAiC,anonymous,"1",2,,2,,22,"1",,"1","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral",20.598,106.21,106.977,9,20,"3",,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,1,,,,,1,,,1,1,1,1,,1,6,1,7,1,7,4,7,1,3,6,7,6,1,3,1,7,5,4,15,2,16,13,10,1,11,12,14,6,9,8,3,3,2,low,sdo
316,97,426,0,R_3madwdQqOAFFJf5,anonymous,"1",1,,2,,25,"1",,"1","1",,"1",,"Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral",7.961,89.319,90.725,19,75,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,1,1,1,1,1,1,,,1,6,3,6,1,7,4,6,1,6,7,7,1,6,7,1,15,6,16,2,1,13,7,8,11,5,9,3,12,14,10,4,3,2,low,edo
244,97,2147,0,R_3nP3mQhWy9C9ik2,anonymous,"1",2,,2,,22,"1",,"1","2",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",847.305,847.305,849.411,1,40,"3",1,1,,1,,1,1,1,,,,,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,7,1,7,5,7,1,7,7,7,7,1,2,1,2,11,12,4,6,7,16,10,3,9,1,14,13,8,15,5,3,1,high,edo
225,100,362,1,R_2tGwjrB4Vb6Rz6Y,anonymous,"1",1,,2,,23,"1",,"3","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",7.585,48.525,49.092,2,65,"2",1,1,,1,1,1,1,,,,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,5,2,6,4,6,1,3,5,5,1,1,3,1,12,1,14,3,11,9,7,13,6,8,16,10,4,15,2,5,3,1,high,sdo
258,100,638,1,R_1mrsPtSyHvfpwx4,anonymous,"1",2,,2,,58,"2","3","4","2",,"4",Danoise,"Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",0.804,5.36,6.363,2,39,"3",1,1,,1,,1,1,,,,,1,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,7,2,7,1,7,1,4,7,1,1,1,1,1,10,15,7,1,8,14,13,2,4,6,3,16,9,11,12,5,3,1,high,edo
256,100,685,1,R_2ZC5SPpiNlRQoUV,anonymous,"1",2,,2,,23,"1",,"1","1",,"1",,"Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",1.163,130.363,131.2,36,30,"5",,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,,1,1,,,,1,,,,,1,1,,1,7,4,7,3,7,1,7,1,6,12,7,2,2,7,1,4,10,7,16,14,12,5,8,3,1,11,9,13,15,2,6,3,2,low,sdo
646,100,509,1,R_Uh9dHhAPtSlVcMF,anonymous,"1",2,,5,,19,"1",,"1","1",,"1",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",1.127,58.838,59.608,64,21,"2",,1,,,1,1,1,,1,1,,,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,7,1,7,1,7,1,7,7,7,1,1,7,1,11,10,14,4,5,1,9,8,3,2,15,13,16,12,7,6,3,1,high,edo
433,97,1190,0,R_1Cf3wHnkrLNVojC,anonymous,"1",1,,2,,21,"1",,"1","2",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",4.406,87.764,88.087,9,65,"5",,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,1,,1,,,,1,,,,,1,1,,1,1,1,12,1,7,1,7,1,7,1,7,7,6,1,1,6,1,14,16,12,1,2,6,4,10,7,3,5,8,13,11,15,9,3,2,low,sdo
172,100,706,1,R_1IQQAEzQBxjnEGd,anonymous,"1",1,,2,,23,"1",,"2","4","Australie","2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",122.03,122.03,123.239,1,84,"3",,1,,1,,,,1,1,,,1,,1,,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,7,4,7,1,7,1,7,1,7,7,7,1,1,7,1,5,10,6,7,8,16,1,3,2,15,12,13,4,11,14,9,3,1,high,sdo
343,100,936,1,R_2bZfVJsKF18J1JC,anonymous,"1",1,,2,,22,"1",,"1","2",,"2",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",14.018,145.155,145.954,18,40,"2",1,1,,1,,,,1,1,1,,,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,7,1,7,2,7,3,7,1,7,7,7,1,5,6,1,14,1,7,12,4,6,3,5,16,11,8,2,15,13,10,9,3,1,high,edo
630,100,893,1,R_2tFswsA045hOeUA,anonymous,"1",1,,2,,56,"2","4","2","3",,"3",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",23.7,124.002,125.076,5,,"2",,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,1,,1,,1,1,,1,1,,1,,,5,5,1,7,1,4,6,5,1,7,7,7,1,1,6,1,1,7,11,5,15,14,6,13,16,3,12,2,8,10,4,9,3,2,low,edo
257,100,1427,1,R_6suQmtGJCs8ccvL,anonymous,"1",2,,2,,78,"2","3","5","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral",18.364,140.589,144.733,10,,"3",1,1,1,1,,1,,,,,,1,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,5,4,4,1,4,7,7,7,7,1,5,7,1,6,14,7,5,1,2,16,4,11,9,12,8,15,3,13,10,3,1,high,sdo
506,100,523,1,R_3QQbsYpyUtyyZVC,anonymous,"1",2,,2,,23,"1",,"1","1",,"1",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3.816,54.836,56.543,15,59,"5",1,1,,1,1,1,,,1,,,1,,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,7,2,7,4,7,1,7,6,7,1,1,2,1,1,6,15,9,12,14,13,8,4,2,7,3,16,11,5,10,3,1,high,edo
371,100,562,1,R_3CVZGwTLL7Sjb04,anonymous,"1",1,,1,,26,"1",,"1","1",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5.166,103.089,103.915,9,15,"2",,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,1,1,1,1,,,,1,,1,,,,,,1,7,1,7,1,7,1,7,1,7,7,7,1,2,7,1,12,15,6,5,10,14,1,16,8,7,13,2,3,9,4,11,3,2,low,sdo
609,100,650,1,R_3JEOpLtlXNCquzW,anonymous,"1",1,,2,,21,"1",,"1","1",,"2",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",22.172,166.997,167.774,9,20,"2",1,1,,1,1,1,1,,,,,1,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,7,2,7,3,6,2,7,1,6,6,7,1,1,6,1,4,3,6,5,16,14,7,2,11,15,10,8,9,13,1,12,3,1,high,sdo
62,100,586,1,R_3p8V3cm1k2KcFzE,anonymous,"1",2,,2,,20,"1",,"1","1",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",7.897,141.94,142.815,28,40,"4",1,1,,1,,1,1,,,,,1,1,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,5,5,7,1,7,5,7,1,4,6,7,1,1,3,1,16,4,8,11,5,15,7,6,2,10,3,12,14,9,1,13,3,1,high,sdo
407,100,2779,1,R_1hWKmobGlY5qC1G,anonymous,"1",2,,2,,32,"1",,"2","4",,"1",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",203.088,203.088,204.352,1,18,"3",,1,,1,1,1,1,,1,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,7,1,7,2,3,1,5,6,7,1,1,2,1,12,2,8,15,11,1,16,6,4,5,9,10,14,3,7,13,3,1,high,edo
227,100,888,1,R_3stxyMfgYdJowoB,anonymous,"1",2,,2,,22,"1",,"1","4","Espagne ","2",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",1.032,103.801,104.734,15,55,"3",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,1,1,,1,,1,,,1,1,6,3,7,5,7,2,7,1,7,6,6,1,6,6,1,7,16,13,15,2,12,9,5,3,6,4,10,11,1,8,14,3,2,low,sdo
109,100,847,1,R_W8JkyQSvkb3r4Rz,anonymous,"1",2,,2,,62,"2","2","2","1",,"1",,"Neutral","Neutral","Dislike","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",19.359,125.629,126.812,16,30,"4",1,1,,1,,1,1,,,1,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,7,1,7,1,7,1,7,7,7,5,1,5,1,14,3,9,6,7,12,13,8,16,11,10,2,4,1,5,15,3,1,high,sdo
56,100,419,1,R_12SjRyQzf2kpzt4,anonymous,"1",2,,2,,32,"2","1","2","1",,"1",,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral",15.815,55.823,56.527,11,,"3",,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,1,,,,1,,1,,,,,1,2,6,1,6,1,7,1,7,1,7,7,6,3,1,6,1,3,2,15,4,9,6,11,13,8,12,10,5,7,14,1,16,3,2,low,edo
243,100,1064,1,R_2OUN5SKfNzwRi91,anonymous,"1",2,,2,,42,"2","2","2","2",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6.601,152.39,153.501,16,60,"5",,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,1,1,,1,,,,1,,1,,1,1,,,1,7,1,7,1,7,1,7,1,7,7,7,1,1,6,2,5,9,2,3,7,13,10,4,16,11,6,14,12,8,15,1,3,2,low,sdo
247,100,1176,1,R_UYEtfDwkw9Llvod,anonymous,"1",1,,2,,23,"1",,"2","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",115.275,115.275,131.961,1,80,"5",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,1,1,1,,1,1,1,1,,1,5,2,5,2,7,2,6,1,7,5,5,4,5,6,2,7,9,15,14,4,3,10,5,12,2,11,6,16,8,13,1,3,2,low,sdo
195,100,570,1,R_1QGeAgWYTudG6k1,anonymous,"1",1,,2,,36,"1",,"2","1",,"1",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",97.059,97.059,98.141,1,5,"2",1,1,,1,1,1,1,,,,,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,4,5,5,1,4,1,5,1,6,5,4,2,1,5,2,4,2,9,10,1,5,14,13,11,7,12,16,6,15,8,3,3,1,high,edo
